t,tau_cmd,tau_meas,q,dq
12.465184334,-0.131084545,-0.189999998,1.553343058,-10.681414604
12.475831233,-0.091058085,-0.133000001,1.448623300,-10.559242249
12.486376562,-0.051349117,-0.113999993,1.343903542,-10.437068939
12.497366138,-0.009929353,-0.075999998,1.221730471,-10.297442436
12.508339764,0.031437868,-0.056999996,1.117010713,-10.157815933
12.518667818,0.070350200,-0.037999999,1.012290955,-10.000736237
12.529154706,0.109812326,-0.018999999,0.907571197,-9.843656540
12.539666742,0.149292510,0.037999999,0.820304751,-9.669123650
12.550453733,0.189696773,0.075999998,0.715584993,-9.494590759
12.561278609,0.230102753,0.094999999,0.628318548,-9.302604675
12.571753917,0.269042066,0.113999993,0.541052043,-9.110618591
12.582370666,0.308316763,0.189999998,0.436332315,-8.901179314
12.593210063,0.348188451,0.227999985,0.349065840,-8.674286842
12.603895791,0.387242096,0.266000003,0.261799395,-8.464846611
12.614900975,0.427171049,0.266000003,0.191986218,-8.220500946
12.625772478,0.466294258,0.342000008,0.104719758,-7.958701611
12.636271408,0.503746604,0.379999995,0.017453292,-7.696901798
12.646787635,0.540909054,0.379999995,-0.034906585,-7.435102463
12.657275332,0.577594412,0.398999989,-0.104719758,-7.155849934
12.667745121,0.613816900,0.455999970,-0.174532920,-6.859143734
12.678175133,0.649479239,0.513000011,-0.226892799,-6.562438011
12.688644823,0.684828404,0.550999999,-0.279252678,-6.248278618
12.699224537,0.720067322,0.569999993,-0.349065840,-5.934119225
12.709653500,0.754305995,0.627000034,-0.401425719,-5.602507114
12.720191235,0.788375369,0.588999987,-0.453785598,-5.253440857
12.730665370,0.821691217,0.627000034,-0.488692194,-4.904375076
12.741171848,0.854537900,0.664999962,-0.523598790,-4.537856102
12.751675176,0.886779206,0.759999990,-0.558505356,-4.153883457
12.762180148,0.918407504,0.684000015,-0.593411922,-3.769911289
12.772668799,0.949348018,0.722000003,-0.628318548,-3.385938644
12.783140824,0.979581407,0.893000007,-0.645771801,-2.984513044
12.793635708,1.009200043,0.817000031,-0.680678427,-2.583087206
12.804167755,1.038217722,0.854999959,-0.680678427,-2.164208174
12.814652755,1.066383282,0.911999941,-0.698131680,-1.745329261
12.825179632,1.093916403,0.930999994,-0.698131680,-1.308996916
12.835781841,1.120872607,1.006999969,-0.715584993,-0.942477822
12.846194649,1.146572766,1.064000010,-0.715584993,-0.645771801
12.856661421,1.171614749,1.101999998,-0.715584993,-0.453785598
12.867295757,1.196227259,1.159000039,-0.715584993,-0.314159274
12.877777160,1.219649786,1.120999932,-0.715584993,-0.226892799
12.888156910,1.242011165,1.177999973,-0.715584993,-0.157079637
12.898728812,1.263917605,1.197000027,-0.715584993,-0.104719758
12.909367366,1.285061434,1.234999895,-0.715584993,-0.069813170
12.919767663,1.304843835,1.254000068,-0.715584993,-0.052359879
12.930159362,1.323719523,1.273000002,-0.715584993,-0.034906585
12.940805310,1.342120657,1.292000055,-0.715584993,-0.017453292
12.951165877,1.359106157,1.273000002,-0.715584993,-0.017453292
12.961780491,1.375552431,1.329999924,-0.715584993,0.000000000
12.972182059,1.390719055,1.348999977,-0.715584993,0.000000000
12.982773648,1.405186119,1.348999977,-0.715584993,0.000000000
12.993230784,1.418492795,1.368000031,-0.698131680,0.000000000
13.003755674,1.430896394,1.348999977,-0.698131680,0.000000000
13.014237266,1.442254000,1.368000031,-0.698131680,0.000000000
13.024746014,1.452636324,1.386999965,-0.698131680,0.052359879
13.035341970,1.462078898,1.368000031,-0.698131680,0.157079637
13.045792630,1.470376424,1.424999952,-0.698131680,0.331612557
13.056243693,1.477659901,1.368000031,-0.698131680,0.523598790
13.066804886,1.483984530,1.406000018,-0.680678427,0.733038306
13.077224327,1.489199776,1.406000018,-0.663225114,0.959931076
13.087659244,1.493399324,1.424999952,-0.645771801,1.204277158
13.098145183,1.496584766,1.444000006,-0.628318548,1.466076612
13.108640615,1.498732308,1.406000018,-0.610865235,1.727875948
13.119166604,1.499838796,1.406000018,-0.575958669,1.989675403
13.129652290,1.499897466,1.444000006,-0.541052043,2.251474619
13.140167887,1.498910221,1.386999965,-0.523598790,2.530727386
13.150635413,1.496887772,1.424999952,-0.488692194,2.775073528
13.161142657,1.493815815,1.444000006,-0.436332315,3.036872864
13.171676574,1.489690424,1.444000006,-0.401425719,3.298672199
13.182198282,1.484527556,1.444000006,-0.366519153,3.560471773
13.192693252,1.478343716,1.406000018,-0.314159274,3.822271109
13.203178794,1.471138343,1.368000031,-0.261799395,4.084070683
13.213692430,1.462887939,1.424999952,-0.209439516,4.345870018
13.224196592,1.453625006,1.386999965,-0.157079637,4.590216160
13.234726962,1.443322125,1.424999952,-0.104719758,4.852015495
13.245190875,1.432082907,1.406000018,-0.052359879,5.096361637
13.255665312,1.419840492,1.368000031,0.000000000,5.323254108
13.266473870,1.406176171,1.329999924,0.052359879,5.550147057
13.277286540,1.391468464,1.368000031,0.122173049,5.794493198
13.287686627,1.376352367,1.368000031,0.191986218,6.021386147
13.298158262,1.360182294,1.348999977,0.261799395,6.248278618
13.308713055,1.342930526,1.310999990,0.331612557,6.475171566
13.319287290,1.324699428,1.310999990,0.418879032,6.702064514
13.329758509,1.305723970,1.292000055,0.488692194,6.928956985
13.340224947,1.285853518,1.273000002,0.558505356,7.155849934
13.350688390,1.265099432,1.292000055,0.645771801,7.365289211
13.361300985,1.243155943,1.215999961,0.733038306,7.557275772
13.371822642,1.220527426,1.197000027,0.820304751,7.766715050
13.382758983,1.196102740,1.254000068,0.907571197,7.976154804
13.393372629,1.171534589,1.197000027,0.994837701,8.150687218
13.404301539,1.145365790,1.139999986,1.082104087,8.325220108
13.414672860,1.119732725,1.120999932,1.186823845,8.499752998
13.425154273,1.093054729,1.101999998,1.274090409,8.656832695
13.435636547,1.065615984,1.082999945,1.378810167,8.813912392
13.446155251,1.037338492,0.987999976,1.466076612,8.970992088
13.456739154,1.008154078,1.044999957,1.570796371,9.110618591
13.467152425,0.978743917,0.987999976,1.675516129,9.250245094
13.477684568,0.948316238,1.044999957,1.780235887,9.389871597
13.488143402,0.917442804,0.911999941,1.867502332,9.494590759
13.498638644,0.885824740,0.874000013,1.972222090,9.599310875
13.509145812,0.853553411,0.930999994,2.076941729,9.704030991
13.519639134,0.820730583,0.835999966,2.181661606,9.791296959
13.530129091,0.787347757,0.893000007,2.286381245,9.878563881
13.540765220,0.752941151,0.797999978,2.408554316,9.948376656
13.551153257,0.718817583,0.759999990,2.513274193,10.000736237
13.561680395,0.683737369,0.703000009,2.617993832,10.053096771
13.572241838,0.648061932,0.684000015,2.722713709,10.105456352
13.582739932,0.612147951,0.646000028,2.827433348,10.140362740
13.593132344,0.576175717,0.607999980,2.932153225,10.157815933
13.603662306,0.539326597,0.607999980,3.054326296,10.157815933
13.614168925,0.502182689,0.513000011,3.159045935,10.175269127
13.624769519,0.464351780,0.493999988,3.263765812,10.157815933
13.635148235,0.426993211,0.493999988,3.368485451,10.140362740
13.645681094,0.388782912,0.455999970,3.473205328,10.122909546
13.656227506,0.350250503,0.437000006,3.577924967,10.088003159
13.666703168,0.311732935,0.361000001,3.682644606,10.053096771
13.677141579,0.273137381,0.303999990,3.787364483,9.983283043
13.687663580,0.234042588,0.303999990,3.892084122,9.930923462
13.698198405,0.194736197,0.266000003,3.979350805,9.861110687
13.708771896,0.155148315,0.208999991,4.084070683,9.773843765
13.719156905,0.116159315,0.246999994,4.188790321,9.686577797
13.729636959,0.076733349,0.189999998,4.293509960,9.581857681
13.740290562,0.036600086,0.133000001,4.380776405,9.459684372
13.750666514,-0.002512697,0.075999998,4.485496044,9.337511063
13.761131164,-0.041958026,0.037999999,4.572762489,9.197885513
13.771633010,-0.081514352,0.037999999,4.660028934,9.058259010
13.782193785,-0.121235327,0.000000000,4.764749050,8.901179314
13.792740189,-0.160817033,-0.018999999,4.852015495,8.744099617
13.803182820,-0.199898042,-0.056999996,4.939281940,8.552113533
13.813674088,-0.239022383,-0.075999998,5.009094715,8.360127449
13.824283007,-0.278416395,-0.094999999,5.096361637,8.168141365
13.834684645,-0.316848730,-0.151999995,5.183628082,7.958701611
13.845274493,-0.355753869,-0.246999994,5.253440857,7.731808662
13.855756535,-0.394014886,-0.246999994,5.323254108,7.504915714
13.866280720,-0.432154606,-0.284999996,5.410520554,7.278022766
13.876772586,-0.469876298,-0.323000014,5.480333805,7.016223431
13.887182896,-0.506981940,-0.323000014,5.532693863,6.754424095
13.897690419,-0.544082087,-0.398999989,5.602507114,6.492624760
13.908221930,-0.580886192,-0.398999989,5.672319889,6.213372231
13.918671317,-0.617001178,-0.437000006,5.724679947,5.916666031
13.929173708,-0.652870548,-0.493999988,5.777040005,5.619960308
13.939751599,-0.688537962,-0.588999987,5.829399586,5.288347721
13.950156602,-0.723147805,-0.569999993,5.864306450,4.956735134
13.960678436,-0.757643311,-0.588999987,5.916666031,4.625122547
13.971099328,-0.791285769,-0.703000009,5.951572895,4.276056767
13.981628572,-0.824726704,-0.607999980,5.986479282,3.926990747
13.992209054,-0.857748602,-0.627000034,6.021386147,3.560471773
14.002795413,-0.890181841,-0.684000015,6.038839340,3.193952560
14.013145179,-0.921281239,-0.817000031,6.073745728,2.827433348
14.023714123,-0.952395826,-0.797999978,6.073745728,2.426007748
14.034125408,-0.982389388,-0.854999959,6.091198921,2.042035341
14.044735339,-1.012263136,-0.817000031,6.108652592,1.640609503
14.055193018,-1.041003977,-0.874000013,6.108652592,1.186823845
14.065644730,-1.069009957,-0.930999994,6.108652592,0.767944872
14.076199960,-1.096544679,-0.968999982,6.108652592,0.401425719
14.086642061,-1.123025074,-1.006999969,6.108652592,0.087266460
14.097167044,-1.148932943,-1.064000010,6.091198921,-0.157079637
14.107891578,-1.174505016,-1.082999945,6.091198921,-0.383972436
14.118837572,-1.199725181,-1.082999945,6.073745728,-0.610865235
14.129218028,-1.222803848,-1.082999945,6.073745728,-0.802851439
14.139754242,-1.245377674,-1.159000039,6.056292534,-0.994837701
14.150241655,-1.266979802,-1.177999973,6.038839340,-1.186823845
14.160709798,-1.287664513,-1.177999973,6.021386147,-1.378810167
14.171379781,-1.307830775,-1.215999961,6.003932476,-1.570796371
14.182235534,-1.327382912,-1.215999961,5.969026089,-1.762782574
14.192653152,-1.345217091,-1.254000068,5.951572895,-1.954768777
14.203218289,-1.362361962,-1.273000002,5.916666031,-2.164208174
14.213690683,-1.378408477,-1.254000068,5.899212837,-2.373647690
14.224332314,-1.393736153,-1.273000002,5.864306450,-2.583087206
14.234742909,-1.407766461,-1.329999924,5.829399586,-2.792526722
14.245279100,-1.420984799,-1.329999924,5.794493198,-3.001966238
14.255663417,-1.433037734,-1.348999977,5.759586334,-3.228859186
14.266283574,-1.444354800,-1.368000031,5.707226753,-3.455751896
14.276786156,-1.454534687,-1.406000018,5.672319889,-3.700098038
14.287163179,-1.463597623,-1.386999965,5.619960308,-3.944444180
14.297668623,-1.471758682,-1.329999924,5.567600250,-4.188790321
14.308237771,-1.478933933,-1.368000031,5.515240669,-4.450589657
14.318675767,-1.484996029,-1.406000018,5.462880611,-4.694935799
14.329140550,-1.490047829,-1.444000006,5.410520554,-4.939281940
14.339737164,-1.494113039,-1.368000031,5.340707302,-5.183628082
14.350270106,-1.497103686,-1.444000006,5.288347721,-5.445427418
14.360673874,-1.499027809,-1.444000006,5.218534470,-5.689773560
14.371151260,-1.499929826,-1.444000006,5.148721218,-5.934119225
14.381726584,-1.499785652,-1.386999965,5.078907967,-6.178465366
14.392166032,-1.498604231,-1.424999952,5.009094715,-6.440264702
14.402866825,-1.496322621,-1.444000006,4.939281940,-6.684610844
14.413891671,-1.492840076,-1.406000018,4.852015495,-6.928956985
14.424884301,-1.488226656,-1.444000006,4.764749050,-7.190756321
14.435771358,-1.482537982,-1.424999952,4.677482605,-7.452556133
14.446249638,-1.476014682,-1.444000006,4.590216160,-7.696901798
14.456754485,-1.468447362,-1.424999952,4.502949238,-7.941247940
14.467140901,-1.459959067,-1.424999952,4.415682793,-8.185594559
14.477662157,-1.450346365,-1.424999952,4.328416348,-8.412487030
14.488173688,-1.439729898,-1.424999952,4.223696709,-8.656832695
14.498670670,-1.428125435,-1.386999965,4.136430264,-8.901179314
14.509175396,-1.415517396,-1.368000031,4.031710625,-9.128071785
14.519684785,-1.401916510,-1.406000018,3.926990747,-9.354965210
14.530161147,-1.387384977,-1.348999977,3.822271109,-9.564404488
14.540671200,-1.371840306,-1.386999965,3.717551231,-9.773843765
14.551154055,-1.355382441,-1.329999924,3.612831593,-9.983283043
14.561686989,-1.337898467,-1.329999924,3.490658522,-10.192723274
14.572251570,-1.319420233,-1.310999990,3.385938644,-10.384709358
14.582680818,-1.300266321,-1.292000055,3.263765812,-10.576695442
14.593170491,-1.280100391,-1.254000068,3.159045935,-10.751228333
14.603664054,-1.259036833,-1.159000039,3.036872864,-10.925761223
14.614276837,-1.236843378,-0.893000007,2.914699793,-11.082840919
14.624667633,-1.214261560,-0.817000031,2.792526722,-11.187560081
14.635160589,-1.190617456,-0.740999937,2.670353651,-11.274827003
14.645726909,-1.165971390,-0.759999990,2.548180819,-11.344639778
14.656286248,-1.140520195,-0.778999984,2.426007748,-11.379547119
14.666889263,-1.114155551,-0.817000031,2.303834677,-11.414453506
14.677733879,-1.086371914,-0.740999937,2.181661606,-11.431906700
14.688180744,-1.058843941,-0.835999966,2.059488535,-11.449359894
14.698739967,-1.030278260,-0.854999959,1.937315464,-11.449359894
14.709190352,-1.001292568,-0.854999959,1.815142393,-11.466813087
14.719655291,-0.971574389,-0.759999990,1.692969322,-11.466813087
14.730232289,-0.940855175,-0.797999978,1.570796371,-11.466813087
14.741359364,-0.907821185,-0.759999990,1.448623300,-11.466813087
14.752283862,-0.874697791,-0.703000009,1.326450229,-11.466813087
14.762813771,-0.842146460,-0.759999990,1.204277158,-11.466813087
14.773224830,-0.809382614,-0.854999959,1.082104087,-11.466813087
14.783751309,-0.775692261,-0.817000031,0.959931076,-11.466813087
14.794137291,-0.741919403,-0.797999978,0.837758064,-11.466813087
14.804636570,-0.707264430,-0.778999984,0.715584993,-11.449359894
14.815133560,-0.672124729,-0.759999990,0.610865235,-11.449359894
14.825635862,-0.636499123,-0.684000015,0.488692194,-11.431906700
14.836220891,-0.600144280,-0.627000034,0.366519153,-11.414453506
14.846737222,-0.563604742,-0.550999999,0.244346097,-11.397000313
14.857135482,-0.527088267,-0.607999980,0.139626339,-11.362092972
14.867633142,-0.489857658,-0.569999993,0.017453292,-11.327186584
14.878137585,-0.452261704,-0.493999988,-0.087266460,-11.274827003
14.888639403,-0.414360057,-0.455999970,-0.209439516,-11.222467422
14.899103307,-0.376308131,-0.437000006,-0.314159274,-11.152653694
14.909646047,-0.337706389,-0.398999989,-0.436332315,-11.082840919
14.920146666,-0.299023171,-0.417999983,-0.558505356,-11.013027191
14.930633690,-0.260182177,-0.303999990,-0.663225114,-10.925761223
14.941215351,-0.220807569,-0.303999990,-0.785398185,-10.838494301
14.951627824,-0.181909932,-0.284999996,-0.890117943,-10.733775139
14.962115436,-0.142605742,-0.246999994,-0.994837701,-10.629055023
14.972701289,-0.102832995,-0.208999991,-1.117010713,-10.524335861
14.983115666,-0.063633338,-0.151999995,-1.221730471,-10.402162552
14.993622823,-0.024040362,-0.113999993,-1.326450229,-10.279989243
15.004148989,0.015641037,-0.056999996,-1.431169987,-10.140362740
15.014724626,0.055497863,-0.037999999,-1.535889745,-10.000736237
15.025158127,0.094780720,0.000000000,-1.623156190,-9.843656540
15.035630708,0.134145148,0.000000000,-1.727875948,-9.686577797
15.046139953,0.173553943,0.018999999,-1.832595706,-9.512043953
15.056753876,0.213232295,0.075999998,-1.919862151,-9.337511063
15.067145839,0.251934078,0.113999993,-2.007128716,-9.128071785
15.077647947,0.290871382,0.189999998,-2.094395161,-8.918632507
15.088134313,0.329548159,0.171000004,-2.181661606,-8.709193230
15.098640970,0.368070204,0.208999991,-2.268928051,-8.482299805
15.109239622,0.406669450,0.246999994,-2.356194496,-8.237954140
15.119696702,0.444470445,0.284999996,-2.426007748,-7.993607998
15.130136933,0.481904302,0.379999995,-2.513274193,-7.749261856
15.140722935,0.519521956,0.361000001,-2.583087206,-7.487462521
15.151141515,0.556185761,0.379999995,-2.652900457,-7.225663185
15.161627083,0.592700240,0.417999983,-2.722713709,-6.928956985
15.172094805,0.628742039,0.513000011,-2.775073528,-6.649704456
15.182886247,0.665442648,0.493999988,-2.844886780,-6.335545063
15.193800203,0.702061978,0.569999993,-2.897246599,-6.003932476
15.204156581,0.736322505,0.569999993,-2.949606419,-5.672319889
15.214727976,0.770779721,0.588999987,-3.001966238,-5.340707302
15.225351281,0.804858021,0.588999987,-3.054326296,-4.991641521
15.236385299,0.839646102,0.646000028,-3.089232683,-4.607669353
15.247377720,0.873661039,0.664999962,-3.141592741,-4.223696709
15.258169757,0.906407401,0.759999990,-3.176499128,-3.804817677
15.268852808,0.938166430,0.740999937,-3.193952560,-3.403392076
15.279730493,0.969809065,0.740999937,-3.228859186,-2.984513044
15.290193742,0.999562511,0.835999966,-3.246312380,-2.565634012
15.300744059,1.028863646,0.854999959,-3.246312380,-2.129301786
15.311227768,1.057263329,0.911999941,-3.263765812,-1.692969322
15.321708379,1.084920995,0.911999941,-3.263765812,-1.256637096
15.332276022,1.112046171,0.987999976,-3.263765812,-0.820304751
15.342705886,1.138048656,1.064000010,-3.263765812,-0.453785598
15.353195706,1.163411887,1.026000023,-3.263765812,-0.157079637
15.363679463,1.187952580,1.101999998,-3.263765812,0.087266460
15.374241377,1.211842256,1.120999932,-3.246312380,0.314159274
15.384744097,1.234751379,1.139999986,-3.246312380,0.541052043
15.395399139,1.257113598,1.159000039,-3.228859186,0.733038306
15.406424671,1.279304186,1.159000039,-3.211405754,0.942477822
15.417276128,1.300185389,1.254000068,-3.193952560,1.134464025
15.427666108,1.319272577,1.215999961,-3.176499128,1.326450229
15.438149070,1.337618893,1.273000002,-3.159045935,1.500983119
15.448699837,1.355146380,1.273000002,-3.141592741,1.692969322
15.459286503,1.371775806,1.273000002,-3.124139309,1.884955645
15.469720918,1.387215898,1.273000002,-3.089232683,2.076941729
15.480267177,1.401852088,1.292000055,-3.071779490,2.268928051
15.490779276,1.415460848,1.368000031,-3.036872864,2.478367567
15.501151891,1.427920709,1.329999924,-3.001966238,2.687807083
15.511762662,1.439662544,1.386999965,-2.967059612,2.897246599
15.522269915,1.450281001,1.368000031,-2.932153225,3.124139309
15.532696015,1.459817838,1.406000018,-2.897246599,3.333578825
15.543171673,1.468390539,1.424999952,-2.844886780,3.560471773
15.553733304,1.476003226,1.368000031,-2.809980154,3.787364483
15.564136010,1.482484812,1.424999952,-2.757620335,4.031710625
15.574737733,1.488047809,1.406000018,-2.705260277,4.276056767
15.585245526,1.492519137,1.424999952,-2.652900457,4.520402908
15.595628138,1.495914862,1.481999874,-2.600540638,4.764749050
15.606122838,1.498312154,1.368000031,-2.548180819,5.026548386
15.616615982,1.499667011,1.424999952,-2.478367567,5.288347721
15.627296473,1.499975016,1.424999952,-2.426007748,5.550147057
15.637661524,1.499240590,1.444000006,-2.356194496,5.811946392
15.648341058,1.497419775,1.424999952,-2.286381245,6.073745728
15.659295701,1.494431330,1.501000047,-2.216568232,6.335545063
15.669708356,1.490540648,1.406000018,-2.129301786,6.579891205
15.680423868,1.485471114,1.444000006,-2.059488535,6.841690540
15.691213180,1.479278204,1.406000018,-1.972222090,7.103489876
15.701651937,1.472251234,1.481999874,-1.902408838,7.365289211
15.712218510,1.464106268,1.406000018,-1.815142393,7.609635353
15.722727138,1.454981922,1.444000006,-1.727875948,7.853981495
15.733126544,1.444953299,1.406000018,-1.640609503,8.098327637
15.743633000,1.433819155,1.368000031,-1.535889745,8.342674255
15.754251528,1.421550541,1.406000018,-1.448623300,8.587019920
15.764695508,1.408495992,1.424999952,-1.343903542,8.813912392
15.775140249,1.394470005,1.368000031,-1.239183784,9.040805817
15.785613991,1.379440219,1.329999924,-1.151917338,9.267698288
15.796134323,1.363381418,1.368000031,-1.047197580,9.477137566
15.806615471,1.346434650,1.329999924,-0.942477822,9.704030991
15.817143132,1.328472229,1.329999924,-0.820304751,9.913470268
15.827760534,1.309414829,1.254000068,-0.715584993,10.105456352
15.838229750,1.289710450,1.254000068,-0.593411922,10.297442436
15.848638744,1.269234235,1.159000039,-0.488692194,10.489428520
15.859223442,1.247521759,1.197000027,-0.366519153,10.663961411
15.869704591,1.225151761,1.006999969,-0.244346097,10.821041107
15.880212515,1.201871287,0.817000031,-0.139626339,10.943214417
15.890695956,1.177809771,0.722000003,-0.017453292,11.030481339
15.901359124,1.152497110,0.759999990,0.087266460,11.082840919
15.912232837,1.125832411,0.684000015,0.209439516,11.135200500
15.922722897,1.099311481,0.759999990,0.331612557,11.170106888
15.933141652,1.072214487,0.722000003,0.436332315,11.187560081
15.943751665,1.043864687,0.740999937,0.558505356,11.205014229
15.954107750,1.015477438,0.703000009,0.680678427,11.222467422
15.964698140,0.985736677,0.664999962,0.802851439,11.222467422
15.975198261,0.955559964,0.874000013,0.907571197,11.222467422
15.985658173,0.924837171,0.740999937,1.029744267,11.222467422
15.996129411,0.893440971,0.797999978,1.151917338,11.239920616
16.006699161,0.861121958,0.797999978,1.256637096,11.239920616
16.017184188,0.828461585,0.646000028,1.378810167,11.239920616
16.027709786,0.795096259,0.759999990,1.500983119,11.239920616
16.038353081,0.760792190,0.778999984,1.623156190,11.239920616
16.049268545,0.725045722,0.703000009,1.745329261,11.239920616
16.059608559,0.690680078,0.740999937,1.867502332,11.239920616
16.070134290,0.655218279,0.722000003,1.989675403,11.222467422
16.080734418,0.619042512,0.646000028,2.094395161,11.222467422
16.091153416,0.583056617,0.627000034,2.216568232,11.205014229
16.101829845,0.545767086,0.588999987,2.338741302,11.187560081
16.112959611,0.506476285,0.569999993,2.460914135,11.152653694
16.123848641,0.467651626,0.474999994,2.583087206,11.117747307
16.134710601,0.428574536,0.474999994,2.705260277,11.082840919
16.145235487,0.390405159,0.493999988,2.827433348,11.030481339
16.155844451,0.351654504,0.361000001,2.932153225,10.978120804
16.166769573,0.311488056,0.379999995,3.054326296,10.925761223
16.177386197,0.272230559,0.303999990,3.159045935,10.855947495
16.188197116,0.232055629,0.266000003,3.281219006,10.786134720
16.198680738,0.192933091,0.246999994,3.385938644,10.698868752
16.209366334,0.152919184,0.246999994,3.508111715,10.611601830
16.220371640,0.111593090,0.227999985,3.612831593,10.506881714
16.231550691,0.069527336,0.133000001,3.717551231,10.402162552
16.242378799,0.028729494,0.094999999,3.839724302,10.262536049
16.253157577,-0.011903660,0.094999999,3.944444180,10.122909546
16.263592479,-0.051232472,0.037999999,4.049163818,9.983283043
16.274163509,-0.091038299,0.018999999,4.153883457,9.826203346
16.284624568,-0.130366863,0.000000000,4.241149902,9.669123650
16.295169912,-0.169921023,0.000000000,4.345870018,9.494590759
16.305743354,-0.209460722,-0.037999999,4.433136463,9.320057869
16.316207418,-0.248445873,-0.075999998,4.520402908,9.145524979
16.326621162,-0.287073005,-0.171000004,4.625122547,8.936085701
16.337109020,-0.325776242,-0.189999998,4.712388992,8.744099617
16.347681169,-0.364561396,-0.227999985,4.799655437,8.517207146
16.358219046,-0.402964733,-0.266000003,4.869468689,8.272860527
16.368799316,-0.441238183,-0.266000003,4.956735134,8.028514862
16.379350342,-0.479095185,-0.342000008,5.026548386,7.766715050
16.390310246,-0.518062170,-0.379999995,5.113814831,7.487462521
16.400787353,-0.554945556,-0.417999983,5.183628082,7.208209991
16.411229295,-0.591322352,-0.474999994,5.253440857,6.928956985
16.421727463,-0.627484453,-0.437000006,5.305800915,6.632251263
16.432195605,-0.663108219,-0.532000005,5.375614166,6.318091869
16.442636738,-0.698182904,-0.588999987,5.427973747,6.003932476
16.453115333,-0.732900065,-0.550999999,5.480333805,5.672319889
16.463611273,-0.767165134,-0.569999993,5.532693863,5.340707302
16.474271746,-0.801420785,-0.627000034,5.585053444,4.991641521
16.484625059,-0.834139011,-0.646000028,5.619960308,4.642575741
16.495134321,-0.866772382,-0.664999962,5.654866695,4.276056767
16.505627777,-0.898753397,-0.703000009,5.689773560,3.909537554
16.516119007,-0.930102753,-0.778999984,5.724679947,3.525565147
16.526627732,-0.960856152,-0.722000003,5.742133141,3.141592741
16.537189766,-0.991090201,-0.874000013,5.777040005,2.740166903
16.547641920,-1.020322314,-0.854999959,5.794493198,2.321287870
16.558180653,-1.049083689,-0.893000007,5.794493198,1.902408838
16.568657261,-1.076946114,-0.930999994,5.811946392,1.483529806
16.579193682,-1.104214565,-0.968999982,5.811946392,1.064650893
16.589608740,-1.130408050,-1.026000023,5.811946392,0.733038306
16.600115662,-1.156047755,-1.044999957,5.811946392,0.453785598
16.610620195,-1.180875820,-1.064000010,5.811946392,0.226892799
16.621110355,-1.204848587,-1.064000010,5.811946392,0.017453292
16.631610104,-1.228004678,-1.120999932,5.794493198,-0.191986218
16.642214753,-1.250524113,-1.159000039,5.794493198,-0.401425719
16.652616933,-1.271750713,-1.139999986,5.777040005,-0.593411922
16.663121480,-1.292304111,-1.177999973,5.777040005,-0.785398185
16.673723461,-1.312134849,-1.234999895,5.759586334,-0.994837701
16.684232160,-1.330871853,-1.254000068,5.742133141,-1.186823845
16.694727366,-1.348658290,-1.234999895,5.724679947,-1.378810167
16.705146857,-1.365388277,-1.310999990,5.707226753,-1.588249564
16.715765194,-1.381474219,-1.310999990,5.672319889,-1.797689080
16.726116665,-1.396208939,-1.310999990,5.654866695,-1.989675403
16.736791171,-1.410413731,-1.348999977,5.619960308,-2.216568232
16.747809733,-1.424011585,-1.310999990,5.585053444,-2.426007748
16.758660570,-1.436335326,-1.348999977,5.550147057,-2.670353651
16.769316355,-1.447398059,-1.368000031,5.532693863,-2.879793167
16.780345933,-1.457755476,-1.368000031,5.480333805,-3.106686115
16.791270519,-1.466910170,-1.386999965,5.445427418,-3.351032257
16.801584502,-1.474538499,-1.386999965,5.393067360,-3.560471773
16.812142539,-1.481321103,-1.386999965,5.358160973,-3.804817677
16.822594256,-1.487008155,-1.424999952,5.305800915,-4.031710625
16.833094356,-1.491688402,-1.444000006,5.253440857,-4.258603573
16.843625027,-1.495338962,-1.424999952,5.201081276,-4.485496044
16.854130902,-1.497937240,-1.444000006,5.148721218,-4.729842186
16.864625982,-1.499490188,-1.462999940,5.096361637,-4.956735134
16.875283488,-1.499999619,-1.406000018,5.026548386,-5.201081276
16.885625296,-1.499465193,-1.406000018,4.974188328,-5.445427418
16.896173179,-1.497876704,-1.424999952,4.904375076,-5.689773560
16.906599128,-1.495272159,-1.386999965,4.834561825,-5.951572895
16.917101586,-1.491610566,-1.406000018,4.764749050,-6.195919037
16.927605184,-1.486909225,-1.444000006,4.694935799,-6.440264702
16.938112159,-1.481169740,-1.462999940,4.625122547,-6.702064514
16.948634466,-1.474386825,-1.444000006,4.537856102,-6.946410656
16.959152204,-1.466576456,-1.386999965,4.468042850,-7.208209991
16.969622778,-1.457783268,-1.424999952,4.380776405,-7.452556133
16.980135629,-1.447939003,-1.386999965,4.293509960,-7.696901798
16.990624988,-1.437109362,-1.368000031,4.206243515,-7.941247940
17.001124481,-1.425269096,-1.386999965,4.118977070,-8.168141365
17.011648782,-1.412404938,-1.368000031,4.014257431,-8.412487030
17.022216789,-1.398493109,-1.406000018,3.926990747,-8.639379501
17.032617937,-1.383837614,-1.348999977,3.822271109,-8.866272926
17.043285058,-1.367825280,-1.310999990,3.735004663,-9.093165398
17.053662857,-1.351303716,-1.348999977,3.630284786,-9.302604675
17.064242098,-1.333515378,-1.348999977,3.525565147,-9.529498100
17.075190646,-1.314113624,-1.310999990,3.420845270,-9.738937378
17.085619965,-1.294706478,-1.234999895,3.298672199,-9.948376656
17.096105391,-1.274298278,-1.310999990,3.193952560,-10.157815933
