t,tau_cmd,tau_meas,q,dq
7.817808538,1.074716480,0.949999988,-0.383972436,-1.204277158
7.828281520,1.101884216,1.006999969,-0.383972436,-0.855211318
7.838847246,1.128518950,1.026000023,-0.383972436,-0.575958669
7.849221524,1.153896951,1.064000010,-0.383972436,-0.366519153
7.859729871,1.178803171,1.082999945,-0.383972436,-0.191986218
7.870274259,1.202968385,1.064000010,-0.383972436,-0.017453292
7.880741102,1.226120425,1.159000039,-0.383972436,0.157079637
7.891228596,1.248467185,1.139999986,-0.383972436,0.349065840
7.901737869,1.269990326,1.139999986,-0.366519153,0.541052043
7.912239477,1.290612809,1.177999973,-0.366519153,0.733038306
7.922729870,1.310315709,1.177999973,-0.349065840,0.925024509
7.933225036,1.329116169,1.197000027,-0.331612557,1.117010713
7.943735710,1.347017662,1.273000002,-0.314159274,1.308996916
7.954284364,1.364038811,1.273000002,-0.296705961,1.500983119
7.964727226,1.379944984,1.292000055,-0.279252678,1.692969322
7.975234994,1.394990610,1.292000055,-0.244346097,1.902408838
7.985729130,1.409045761,1.310999990,-0.226892799,2.111848354
7.996359963,1.422284615,1.310999990,-0.191986218,2.321287870
8.006769189,1.434263826,1.348999977,-0.157079637,2.530727386
8.017252096,1.445335797,1.348999977,-0.122173049,2.757620335
8.027715456,1.455386733,1.386999965,-0.087266460,2.967059612
8.038270120,1.464505732,1.406000018,-0.052359879,3.193952560
8.048751609,1.472541748,1.386999965,-0.017453292,3.420845270
8.059217179,1.479546083,1.406000018,0.017453292,3.665191412
8.069728896,1.485550967,1.406000018,0.052359879,3.909537554
8.080262992,1.490528532,1.406000018,0.104719758,4.153883457
8.090741743,1.494443476,1.368000031,0.157079637,4.415682793
8.101347638,1.497350511,1.406000018,0.209439516,4.660028934
8.111755159,1.499169013,1.462999940,0.261799395,4.921828270
8.122347332,1.499966665,1.386999965,0.331612557,5.183628082
8.132935632,1.499701675,1.424999952,0.383972436,5.427973747
8.143854192,1.498316258,1.406000018,0.453785598,5.689773560
8.154385928,1.495910950,1.424999952,0.523598790,5.951572895
8.164731037,1.492527948,1.444000006,0.593411922,6.195919037
8.175228513,1.488063835,1.424999952,0.663225114,6.440264702
8.185829064,1.482504868,1.481999874,0.733038306,6.684610844
8.196373160,1.475931668,1.444000006,0.820304751,6.928956985
8.207028006,1.468236630,1.444000006,0.890117943,7.173303127
8.217872157,1.459323892,1.348999977,0.977384388,7.435102463
8.228274787,1.449755328,1.424999952,1.064650893,7.661995411
8.238726031,1.439144188,1.348999977,1.151917338,7.906341553
8.249233234,1.427475382,1.386999965,1.239183784,8.133234024
8.259796953,1.414740383,1.368000031,1.343903542,8.360127449
8.270300985,1.401088597,1.329999924,1.431169987,8.587019920
8.280728436,1.386570559,1.368000031,1.535889745,8.813912392
8.291279494,1.370911213,1.310999990,1.623156190,9.023352623
8.301881514,1.354205303,1.292000055,1.727875948,9.250245094
8.312327619,1.336804692,1.348999977,1.832595706,9.459684372
8.322836391,1.318370046,1.310999990,1.937315464,9.669123650
8.333426998,1.298861516,1.273000002,2.059488535,9.878563881
8.344282386,1.277910422,1.234999895,2.164208174,10.088003159
8.354726526,1.256855081,1.234999895,2.286381245,10.279989243
8.365243514,1.234777897,1.234999895,2.391101122,10.471975327
8.375885721,1.211559819,1.197000027,2.513274193,10.646508217
8.386249442,1.188116205,0.987999976,2.635447264,10.803587914
8.396732294,1.163583201,0.874000013,2.740166903,10.925761223
8.407227170,1.138213046,0.740999937,2.862339973,11.013027191
8.417783838,1.111894713,0.797999978,2.984513044,11.082840919
8.428218467,1.085111420,0.740999937,3.106686115,11.135200500
8.438727748,1.057382283,0.684000015,3.211405754,11.170106888
8.449214438,1.028977496,0.703000009,3.333578825,11.187560081
8.459847848,0.999445600,0.703000009,3.455751896,11.205014229
8.470351416,0.969573475,0.817000031,3.577924967,11.222467422
8.480906513,0.938874226,0.797999978,3.682644606,11.222467422
8.491360464,0.907817883,0.646000028,3.804817677,11.222467422
8.501791294,0.876205655,0.703000009,3.926990747,11.239920616
8.512225769,0.843979924,0.759999990,4.049163818,11.239920616
8.522705336,0.811030796,0.722000003,4.153883457,11.239920616
8.533238402,0.777346612,0.703000009,4.276056767,11.239920616
8.543731423,0.743248835,0.684000015,4.398229599,11.239920616
8.554207183,0.708691531,0.684000015,4.502949238,11.239920616
8.564740557,0.673448927,0.703000009,4.625122547,11.239920616
8.575209442,0.637954418,0.703000009,4.747295380,11.222467422
8.585727738,0.601847673,0.646000028,4.869468689,11.205014229
8.596215352,0.565427502,0.588999987,4.991641521,11.187560081
8.606704004,0.528610857,0.569999993,5.096361637,11.170106888
8.617221075,0.491325679,0.607999980,5.218534470,11.135200500
8.627731011,0.453722887,0.493999988,5.340707302,11.100294113
8.638354228,0.415393202,0.474999994,5.445427418,11.047934532
8.648713257,0.377731379,0.474999994,5.567600250,10.995573997
8.659326799,0.338878918,0.417999983,5.672319889,10.925761223
8.669807362,0.300276534,0.342000008,5.794493198,10.855947495
8.680275482,0.261512014,0.361000001,5.899212837,10.786134720
8.690836068,0.222221755,0.323000014,6.021386147,10.698868752
8.701245139,0.183341888,0.246999994,6.126105785,10.611601830
8.711778292,0.143870936,0.227999985,6.230825424,10.506881714
8.722239654,0.104569154,0.208999991,6.335545063,10.384709358
8.732716106,0.065138255,0.171000004,6.457718372,10.262536049
8.743222242,0.025550310,0.094999999,6.544984818,10.140362740
8.753723019,-0.014035246,0.075999998,6.649704456,10.000736237
8.764283049,-0.053834263,0.018999999,6.754424095,9.861110687
8.774799663,-0.093432005,0.037999999,6.859143734,9.704030991
8.785383036,-0.133215162,0.000000000,6.946410656,9.529498100
8.795976029,-0.172940099,0.000000000,7.051130295,9.354965210
8.806864028,-0.213643333,-0.075999998,7.138396740,9.162978172
8.817272223,-0.252403754,-0.094999999,7.225663185,8.970992088
8.827736823,-0.291200070,-0.151999995,7.312929630,8.779006004
8.838295608,-0.330141343,-0.208999991,7.400196075,8.569566727
8.848719371,-0.368356725,-0.208999991,7.487462521,8.342674255
8.859209682,-0.406560805,-0.246999994,7.574728966,8.115780830
8.869728516,-0.444584993,-0.342000008,7.644542217,7.871434689
8.880226141,-0.482222768,-0.284999996,7.714355469,7.609635353
8.890716916,-0.519500669,-0.361000001,7.784168243,7.347836018
8.901201350,-0.556395247,-0.455999970,7.853981495,7.068583488
8.912112746,-0.594381712,-0.437000006,7.923794746,6.789330959
8.922737428,-0.630940754,-0.437000006,7.993607998,6.475171566
8.933207736,-0.666528624,-0.493999988,8.045968056,6.161012173
8.943773308,-0.701972376,-0.532000005,8.115780830,5.846852779
8.954196122,-0.736452371,-0.550999999,8.168141365,5.515240669
8.964949654,-0.771496536,-0.607999980,8.203047752,5.166174412
8.975875541,-0.806525127,-0.684000015,8.255407333,4.799655437
8.986215174,-0.839114564,-0.684000015,8.290313721,4.433136463
8.996784895,-0.871843381,-0.684000015,8.325220108,4.066617012
9.007344441,-0.903926382,-0.684000015,8.360127449,3.665191412
9.017725431,-0.934846439,-0.722000003,8.395033836,3.281219006
9.028248886,-0.965541261,-0.797999978,8.412487030,2.879793167
9.038745820,-0.995485924,-0.835999966,8.429940224,2.478367567
9.049207544,-1.024640838,-0.893000007,8.447393417,2.059488535
9.059858115,-1.053594292,-0.854999959,8.447393417,1.640609503
9.070245566,-1.081105489,-0.893000007,8.447393417,1.186823845
9.080885728,-1.108521948,-0.949999988,8.447393417,0.750491560
9.091233941,-1.134425963,-1.026000023,8.447393417,0.366519153
9.102049131,-1.160678642,-1.044999957,8.447393417,0.069813170
9.112846952,-1.186033737,-1.082999945,8.429940224,-0.191986218
9.123321960,-1.209796345,-1.120999932,8.429940224,-0.436332315
9.133754432,-1.232629134,-1.177999973,8.412487030,-0.645771801
9.144218558,-1.254679979,-1.177999973,8.412487030,-0.855211318
9.154694464,-1.275886427,-1.177999973,8.395033836,-1.064650893
9.165436929,-1.296713904,-1.159000039,8.377580643,-1.256637096
9.176279114,-1.316776310,-1.254000068,8.360127449,-1.448623300
9.186708763,-1.335152939,-1.254000068,8.325220108,-1.640609503
9.197228892,-1.352759654,-1.234999895,8.307766914,-1.850049019
9.207780712,-1.369469497,-1.254000068,8.290313721,-2.042035341
9.218316679,-1.385193332,-1.273000002,8.255407333,-2.216568232
9.228711642,-1.399754979,-1.329999924,8.220500946,-2.408554316
9.239359967,-1.413680925,-1.329999924,8.203047752,-2.617993832
9.249814079,-1.426368027,-1.368000031,8.168141365,-2.827433348
9.260188125,-1.437984663,-1.368000031,8.133234024,-3.036872864
9.270703740,-1.448762215,-1.348999977,8.080874443,-3.263765812
9.281207220,-1.458517223,-1.386999965,8.045968056,-3.490658522
9.291770680,-1.467302878,-1.406000018,7.993607998,-3.735004663
9.302372561,-1.475080674,-1.424999952,7.958701611,-3.961897373
9.312751666,-1.481680633,-1.406000018,7.906341553,-4.206243515
9.323237368,-1.487324617,-1.386999965,7.853981495,-4.450589657
9.333727542,-1.491937454,-1.386999965,7.801621914,-4.694935799
9.344248731,-1.495522342,-1.406000018,7.731808662,-4.939281940
9.354754784,-1.498058702,-1.406000018,7.679448605,-5.183628082
9.365353778,-1.499559207,-1.424999952,7.609635353,-5.445427418
9.376349771,-1.499991369,-1.444000006,7.557275772,-5.707226753
9.386712278,-1.499350181,-1.424999952,7.487462521,-5.951572895
9.397203333,-1.497665120,-1.424999952,7.417649269,-6.195919037
9.407718698,-1.494931397,-1.444000006,7.347836018,-6.457718372
9.418224709,-1.491157441,-1.444000006,7.260569572,-6.702064514
9.428853892,-1.486281328,-1.424999952,7.190756321,-6.963863850
9.439249011,-1.480486732,-1.444000006,7.103489876,-7.208209991
9.449716728,-1.473630609,-1.462999940,7.016223431,-7.452556133
9.460281571,-1.465676773,-1.462999940,6.946410656,-7.696901798
9.470707830,-1.456814206,-1.406000018,6.859143734,-7.941247940
9.481217954,-1.446868002,-1.444000006,6.771877289,-8.185594559
9.491819944,-1.435812125,-1.444000006,6.667157650,-8.412487030
9.502329609,-1.423846421,-1.368000031,6.579891205,-8.656832695
9.512764384,-1.410983220,-1.406000018,6.475171566,-8.883726120
9.523284890,-1.397031989,-1.406000018,6.370451927,-9.110618591
9.533832724,-1.382064079,-1.386999965,6.283185482,-9.337511063
9.544860619,-1.365376608,-1.329999924,6.178465366,-9.564404488
9.555231354,-1.348726404,-1.292000055,6.056292534,-9.791296959
9.565717492,-1.330959399,-1.292000055,5.951572895,-9.983283043
9.576227896,-1.312223698,-1.310999990,5.846852779,-10.192723274
9.586730975,-1.292586419,-1.234999895,5.724679947,-10.384709358
9.597245804,-1.272025032,-1.254000068,5.602507114,-10.576695442
9.607751050,-1.250595304,-1.254000068,5.497786999,-10.751228333
9.618238622,-1.228332086,-1.177999973,5.375614166,-10.908308029
9.628838142,-1.204964232,-0.911999941,5.253440857,-11.065387726
9.639378745,-1.180878284,-0.778999984,5.131268024,-11.187560081
9.649735465,-1.156405295,-0.797999978,5.009094715,-11.274827003
9.660280623,-1.130682172,-0.722000003,4.886921883,-11.327186584
9.670713163,-1.104452226,-0.759999990,4.764749050,-11.379547119
9.681224505,-1.077256331,-0.703000009,4.642575741,-11.397000313
9.691696036,-1.049415902,-0.759999990,4.520402908,-11.431906700
9.702236053,-1.020659474,-0.740999937,4.398229599,-11.449359894
9.712803290,-0.991109851,-0.740999937,4.293509960,-11.449359894
9.723268547,-0.961156382,-0.778999984,4.171337128,-11.466813087
9.733709665,-0.930609399,-0.797999978,4.049163818,-11.466813087
9.744227069,-0.899191452,-0.740999937,3.926990747,-11.466813087
9.754721017,-0.867217420,-0.778999984,3.804817677,-11.466813087
9.765212598,-0.834647603,-0.817000031,3.682644606,-11.484266281
9.775702063,-0.801504247,-0.778999984,3.560471773,-11.484266281
9.786209794,-0.767744719,-0.664999962,3.438298702,-11.484266281
9.796718018,-0.733448155,-0.759999990,3.333578825,-11.466813087
9.807197023,-0.698737523,-0.703000009,3.211405754,-11.466813087
9.817697658,-0.663469130,-0.684000015,3.089232683,-11.466813087
9.828223535,-0.627652241,-0.684000015,2.967059612,-11.449359894
9.838837459,-0.591091067,-0.703000009,2.844886780,-11.431906700
9.849241985,-0.554842800,-0.627000034,2.722713709,-11.397000313
9.859714781,-0.517973626,-0.588999987,2.600540638,-11.362092972
9.870221598,-0.480624130,-0.569999993,2.495820761,-11.327186584
9.880710516,-0.443003980,-0.550999999,2.373647690,-11.274827003
9.891216958,-0.405012382,-0.474999994,2.251474619,-11.222467422
9.901700668,-0.366821500,-0.493999988,2.129301786,-11.170106888
9.912277528,-0.328033312,-0.437000006,2.024581909,-11.100294113
9.922697613,-0.289593270,-0.361000001,1.902408838,-11.013027191
9.933195339,-0.250666046,-0.361000001,1.797689080,-10.925761223
9.943788645,-0.211207612,-0.246999994,1.675516129,-10.838494301
9.954208770,-0.172248051,-0.266000003,1.570796371,-10.733775139
9.964718230,-0.132834903,-0.189999998,1.448623300,-10.629055023
9.975267726,-0.093178446,-0.151999995,1.343903542,-10.506881714
9.985768036,-0.053641800,-0.133000001,1.239183784,-10.384709358
9.996406866,-0.013545612,-0.094999999,1.134464025,-10.245082855
10.007249643,0.027328998,-0.037999999,1.029744267,-10.088003159
10.017713800,0.066757395,-0.018999999,0.925024509,-9.930923462
10.028205369,0.106242704,0.000000000,0.820304751,-9.773843765
10.038703644,0.145679310,0.037999999,0.733038306,-9.599310875
10.049210280,0.185045784,0.056999996,0.628318548,-9.424777985
10.059701246,0.224224825,0.113999993,0.541052043,-9.232791901
10.070217607,0.263342245,0.133000001,0.453785598,-9.040805817
10.080729938,0.302260832,0.171000004,0.366519153,-8.831365585
10.091326678,0.341278318,0.208999991,0.279252678,-8.604473114
10.101725781,0.379332944,0.227999985,0.191986218,-8.377580643
10.112303585,0.417775542,0.246999994,0.122173049,-8.150687218
10.122776614,0.455546571,0.266000003,0.034906585,-7.906341553
10.133189701,0.492788576,0.342000008,-0.017453292,-7.644542217
10.143691967,0.530007604,0.379999995,-0.087266460,-7.382742882
10.154192279,0.566850578,0.417999983,-0.157079637,-7.103489876
10.164722528,0.603402123,0.493999988,-0.226892799,-6.806784153
10.175240559,0.639489396,0.493999988,-0.296705961,-6.510077953
10.185711370,0.674970853,0.532000005,-0.349065840,-6.195919037
10.196192839,0.710020292,0.532000005,-0.401425719,-5.864306450
10.206711367,0.744698324,0.569999993,-0.453785598,-5.532693863
10.217221589,0.778829187,0.646000028,-0.506145477,-5.183628082
10.227696691,0.812305346,0.703000009,-0.541052043,-4.817108631
10.238208276,0.845332149,0.703000009,-0.593411922,-4.450589657
10.248762770,0.877900167,0.646000028,-0.628318548,-4.084070683
10.259350142,0.909949029,0.664999962,-0.663225114,-3.700098038
10.269887775,0.941207654,0.722000003,-0.680678427,-3.316125631
10.280368464,0.971642617,0.835999966,-0.715584993,-2.914699793
10.290734000,1.001080205,0.835999966,-0.733038306,-2.513274193
10.301216460,1.030158866,0.911999941,-0.733038306,-2.094395161
10.311768397,1.058708124,0.893000007,-0.750491560,-1.658062816
10.322220668,1.086253751,0.911999941,-0.750491560,-1.204277158
10.332741853,1.113223961,1.006999969,-0.750491560,-0.750491560
10.343221270,1.139313420,1.026000023,-0.750491560,-0.366519153
10.353879565,1.165037495,1.006999969,-0.750491560,-0.052359879
10.364277367,1.189327473,1.082999945,-0.733038306,0.191986218
10.374861075,1.213217574,1.139999986,-0.733038306,0.436332315
10.385218195,1.235765332,1.120999932,-0.715584993,0.663225114
10.395677642,1.257686084,1.177999973,-0.715584993,0.872664630
10.406286951,1.279033026,1.215999961,-0.698131680,1.082104087
10.416704074,1.299108611,1.177999973,-0.663225114,1.291543603
10.427327061,1.318663850,1.254000068,-0.645771801,1.500983119
10.437724705,1.336894157,1.234999895,-0.628318548,1.710422635
10.448221553,1.354372356,1.234999895,-0.610865235,1.919862151
10.458814029,1.371054266,1.254000068,-0.575958669,2.146754980
10.469200666,1.386468578,1.310999990,-0.541052043,2.356194496
10.479682562,1.401066445,1.273000002,-0.523598790,2.583087206
10.490198731,1.414734975,1.348999977,-0.488692194,2.809980154
10.500710648,1.427410380,1.348999977,-0.453785598,3.019419670
10.511203856,1.439069641,1.329999924,-0.401425719,3.228859186
10.521769935,1.449798590,1.368000031,-0.366519153,3.455751896
10.532266313,1.459444546,1.368000031,-0.314159274,3.682644606
10.542822730,1.468121339,1.424999952,-0.279252678,3.926990747
10.553201798,1.475644932,1.368000031,-0.226892799,4.171337128
10.563665808,1.482213679,1.406000018,-0.174532920,4.415682793
10.574208230,1.487794998,1.348999977,-0.122173049,4.660028934
10.584690741,1.492309065,1.424999952,-0.069813170,4.921828270
10.595168899,1.495786179,1.424999952,0.000000000,5.166174412
10.605804840,1.498254820,1.424999952,0.034906585,5.393067360
10.616192769,1.499632547,1.424999952,0.104719758,5.654866695
10.626701530,1.499986284,1.406000018,0.174532920,5.899212837
10.637195800,1.499295424,1.406000018,0.244346097,6.143558979
10.647798427,1.497538318,1.424999952,0.314159274,6.405358315
10.658499465,1.494686751,1.424999952,0.383972436,6.649704456
10.669274492,1.490723162,1.348999977,0.471238911,6.911503792
10.679731878,1.485831079,1.368000031,0.541052043,7.173303127
10.690211956,1.479898750,1.444000006,0.628318548,7.417649269
10.700828454,1.472842454,1.424999952,0.715584993,7.679448605
10.711406979,1.464768498,1.386999965,0.802851439,7.923794746
10.722367255,1.455311219,1.406000018,0.890117943,8.168141365
10.732811622,1.445271521,1.406000018,0.994837701,8.412487030
10.743213808,1.434282592,1.406000018,1.082104087,8.639379501
10.753786295,1.422109343,1.386999965,1.186823845,8.866272926
10.764275116,1.409040272,1.348999977,1.274090409,9.093165398
10.774900692,1.394802505,1.386999965,1.378810167,9.320057869
10.785849318,1.379091506,1.348999977,1.483529806,9.564404488
10.796199197,1.363279422,1.368000031,1.605702877,9.773843765
10.806698369,1.346296874,1.292000055,1.710422635,10.000736237
10.817266254,1.328256630,1.292000055,1.815142393,10.192723274
10.827804190,1.309334536,1.254000068,1.937315464,10.384709358
10.838267060,1.289638623,1.273000002,2.042035341,10.576695442
10.848769188,1.268972089,1.006999969,2.164208174,10.751228333
10.859279441,1.247404526,0.684000015,2.286381245,10.890854836
10.869810000,1.224922442,0.740999937,2.408554316,10.995573997
10.880246847,1.201793841,0.740999937,2.530727386,11.065387726
10.890719723,1.177754286,0.759999990,2.635447264,11.117747307
10.901282883,1.152681053,0.607999980,2.757620335,11.152653694
10.911743706,1.127050077,0.740999937,2.879793167,11.187560081
10.922340621,1.100291477,0.817000031,3.001966238,11.205014229
10.932784298,1.073156172,0.740999937,3.124139309,11.205014229
10.943404768,1.044803439,0.759999990,3.228859186,11.222467422
10.954520073,1.014332844,0.703000009,3.351032257,11.222467422
10.965504273,0.983443963,0.778999984,3.473205328,11.239920616
10.976232815,0.952550361,0.664999962,3.595378160,11.239920616
10.986799018,0.921447248,0.759999990,3.717551231,11.239920616
10.997248980,0.890047135,0.778999984,3.839724302,11.239920616
11.007790391,0.857750319,0.703000009,3.961897373,11.239920616
11.018228850,0.825175622,0.684000015,4.066617012,11.239920616
11.028789335,0.791642316,0.740999937,4.188790321,11.239920616
11.039272167,0.757804027,0.797999978,4.310963154,11.239920616
11.050286527,0.721683754,0.722000003,4.433136463,11.239920616
11.060866678,0.686466350,0.646000028,4.555309296,11.239920616
11.071399286,0.650925077,0.664999962,4.660028934,11.222467422
11.082297687,0.613669645,0.664999962,4.799655437,11.222467422
11.092807541,0.577306067,0.664999962,4.904375076,11.205014229
11.103208287,0.540923394,0.588999987,5.026548386,11.187560081
11.113813172,0.503446252,0.532000005,5.148721218,11.170106888
11.124241822,0.466243019,0.588999987,5.253440857,11.135200500
11.134789117,0.428290868,0.455999970,5.375614166,11.100294113
11.145273691,0.390266095,0.455999970,5.497786999,11.047934532
11.155718209,0.352117144,0.474999994,5.602507114,10.995573997
11.166416480,0.312790045,0.361000001,5.724679947,10.925761223
11.177403593,0.272166067,0.323000014,5.846852779,10.855947495
11.188368248,0.231418222,0.342000008,5.951572895,10.768681526
11.198824209,0.192396698,0.303999990,6.073745728,10.663961411
11.209334132,0.153039949,0.284999996,6.178465366,10.576695442
11.219842357,0.113582811,0.227999985,6.283185482,10.471975327
11.230346449,0.074062017,0.171000004,6.387905121,10.349802017
11.240864898,0.034435498,0.113999993,6.492624760,10.227629662
11.251277011,-0.004814210,0.018999999,6.597344398,10.088003159
11.261700909,-0.044105030,0.018999999,6.702064514,9.948376656
11.272277655,-0.083940907,0.018999999,6.806784153,9.791296959
11.282776948,-0.123426476,-0.056999996,6.894050598,9.634217262
11.293270305,-0.162803861,-0.075999998,6.998770237,9.459684372
11.303837738,-0.202344730,-0.133000001,7.086036682,9.285151482
11.314291009,-0.241318115,-0.094999999,7.173303127,9.093165398
11.324881694,-0.280633856,-0.133000001,7.278022766,8.883726120
11.335174040,-0.318651835,-0.171000004,7.365289211,8.674286842
11.345702499,-0.357321171,-0.246999994,7.435102463,8.464846611
11.356425527,-0.396447804,-0.284999996,7.522368908,8.237954140
11.367422570,-0.436274974,-0.266000003,7.609635353,7.993607998
11.378444739,-0.475858728,-0.342000008,7.679448605,7.731808662
11.389218145,-0.514196448,-0.323000014,7.766715050,7.452556133
11.399691862,-0.551106586,-0.437000006,7.836528301,7.173303127
11.410184578,-0.587700774,-0.417999983,7.906341553,6.894050598
11.421013104,-0.625037332,-0.474999994,7.958701611,6.597344398
11.431665825,-0.661316163,-0.513000011,8.028514862,6.265731812
11.442196661,-0.696714098,-0.550999999,8.080874443,5.951572895
11.452678504,-0.731462772,-0.550999999,8.133234024,5.619960308
11.463196121,-0.765819812,-0.627000034,8.185594559,5.288347721
11.473687182,-0.799557071,-0.588999987,8.237954140,4.939281940
11.484191094,-0.832778795,-0.627000034,8.272860527,4.590216160
11.494761618,-0.865625273,-0.740999937,8.307766914,4.223696709
11.505204465,-0.897475216,-0.684000015,8.342674255,3.839724302
11.515673921,-0.928785751,-0.740999937,8.377580643,3.438298702
11.526193028,-0.959597149,-0.854999959,8.395033836,3.054326296
11.536701448,-0.989707615,-0.778999984,8.412487030,2.652900457
11.547508645,-1.019953965,-0.835999966,8.429940224,2.234021425
11.558271639,-1.049328825,-0.911999941,8.447393417,1.797689080
11.568698889,-1.077055347,-0.911999941,8.447393417,1.378810167
11.579212983,-1.104263811,-0.968999982,8.447393417,0.942477822
11.589759149,-1.130780693,-1.064000010,8.447393417,0.575958669
11.600193371,-1.156234404,-1.044999957,8.447393417,0.279252678
11.610710233,-1.181085097,-1.064000010,8.447393417,0.034906585
11.621276794,-1.205222238,-1.101999998,8.429940224,-0.191986218
11.631706875,-1.228214143,-1.159000039,8.429940224,-0.418879032
11.642212808,-1.250520064,-1.197000027,8.412487030,-0.628318548
11.652704921,-1.271926573,-1.215999961,8.412487030,-0.837758064
11.663186199,-1.292427964,-1.215999961,8.395033836,-1.029744267
11.673700033,-1.312092050,-1.197000027,8.377580643,-1.239183784
11.684295194,-1.330981454,-1.273000002,8.360127449,-1.431169987
11.694796242,-1.348771930,-1.254000068,8.325220108,-1.640609503
11.705201734,-1.365473921,-1.273000002,8.307766914,-1.832595706
11.715793361,-1.381515586,-1.254000068,8.290313721,-2.042035341
11.726206151,-1.396332211,-1.292000055,8.255407333,-2.234021425
11.736726831,-1.410331144,-1.329999924,8.220500946,-2.426007748
11.747360186,-1.423478104,-1.368000031,8.203047752,-2.635447264
11.757699742,-1.435287050,-1.348999977,8.168141365,-2.844886780
11.768271374,-1.446358954,-1.368000031,8.133234024,-3.071779490
11.778911957,-1.456472074,-1.348999977,8.080874443,-3.298672199
11.789907867,-1.465828509,-1.386999965,8.045968056,-3.543018341
11.800857114,-1.474032932,-1.368000031,7.993607998,-3.787364483
11.811287535,-1.480810589,-1.424999952,7.941247940,-4.031710625
11.821654220,-1.486538593,-1.444000006,7.888888359,-4.258603573
11.832167137,-1.491316881,-1.444000006,7.853981495,-4.502949238
11.842680522,-1.495054265,-1.424999952,7.784168243,-4.729842186
11.853175081,-1.497744009,-1.406000018,7.731808662,-4.974188328
11.863664725,-1.499391339,-1.481999874,7.679448605,-5.201081276
11.874184687,-1.499996851,-1.424999952,7.609635353,-5.445427418
11.884734757,-1.499551079,-1.406000018,7.539822578,-5.689773560
11.895215949,-1.498064310,-1.406000018,7.487462521,-5.934119225
11.905741004,-1.495525330,-1.462999940,7.417649269,-6.178465366
11.916171516,-1.491976808,-1.406000018,7.330382824,-6.422811508
11.926701580,-1.487354458,-1.462999940,7.260569572,-6.667157650
11.937392866,-1.481595639,-1.462999940,7.190756321,-6.911503792
11.948385004,-1.474559586,-1.424999952,7.103489876,-7.173303127
11.959201234,-1.466537643,-1.444000006,7.016223431,-7.417649269
11.969649009,-1.457759969,-1.386999965,6.928956985,-7.661995411
11.980162268,-1.447912772,-1.462999940,6.841690540,-7.906341553
11.990669792,-1.437060957,-1.406000018,6.754424095,-8.150687218
12.001195233,-1.425185933,-1.406000018,6.667157650,-8.395033836
12.011675313,-1.412371256,-1.348999977,6.562438011,-8.621926308
12.022163211,-1.398566136,-1.368000031,6.475171566,-8.866272926
12.032733342,-1.383669682,-1.368000031,6.370451927,-9.093165398
12.043284743,-1.367825767,-1.329999924,6.265731812,-9.302604675
12.053807350,-1.351067167,-1.273000002,6.161012173,-9.529498100
12.064290643,-1.333431570,-1.292000055,6.056292534,-9.738937378
12.074938992,-1.314570805,-1.292000055,5.951572895,-9.930923462
12.085933348,-1.294109494,-1.273000002,5.829399586,-10.140362740
12.096844567,-1.272826031,-1.273000002,5.707226753,-10.349802017
12.107293975,-1.251545944,-1.273000002,5.602507114,-10.524335861
12.117935953,-1.228986631,-1.177999973,5.480333805,-10.698868752
12.128957474,-1.204696252,-1.234999895,5.358160973,-10.873401642
12.139766014,-1.179977462,-1.082999945,5.235987663,-11.030481339
12.150272207,-1.155115472,-0.874000013,5.113814831,-11.152653694
12.160795858,-1.129404846,-0.778999984,4.991641521,-11.257373810
12.171208478,-1.103187860,-0.797999978,4.869468689,-11.309733391
12.181692638,-1.076027507,-0.835999966,4.747295380,-11.362092972
12.192202785,-1.048050025,-0.740999937,4.625122547,-11.397000313
12.202683476,-1.019422776,-0.778999984,4.502949238,-11.431906700
12.213211585,-0.989953956,-0.759999990,4.380776405,-11.449359894
12.223688923,-0.959939160,-0.722000003,4.276056767,-11.449359894
12.234176148,-0.929229524,-0.778999984,4.153883457,-11.466813087
12.244704722,-0.897749509,-0.817000031,4.031710625,-11.466813087
12.255245881,-0.865602184,-0.740999937,3.909537554,-11.466813087
12.265758062,-0.832938211,-0.817000031,3.787364483,-11.484266281
12.276159033,-0.800047538,-0.778999984,3.665191412,-11.484266281
12.286736053,-0.766039662,-0.759999990,3.543018341,-11.484266281
12.297279371,-0.731601414,-0.740999937,3.420845270,-11.484266281
12.307664064,-0.697179036,-0.759999990,3.298672199,-11.466813087
12.318180233,-0.661837015,-0.759999990,3.193952560,-11.466813087
12.328671236,-0.626118911,-0.703000009,3.071779490,-11.449359894
12.339152307,-0.589999976,-0.664999962,2.949606419,-11.431906700
12.349681377,-0.553303481,-0.588999987,2.827433348,-11.397000313
12.360133029,-0.516493574,-0.588999987,2.705260277,-11.362092972
12.370672864,-0.479012282,-0.550999999,2.583087206,-11.327186584
12.381165025,-0.441366664,-0.513000011,2.478367567,-11.292280197
12.391649463,-0.403442198,-0.474999994,2.356194496,-11.239920616
12.402194213,-0.365017091,-0.474999994,2.234021425,-11.187560081
12.412681704,-0.326546317,-0.398999989,2.111848354,-11.117747307
12.423152129,-0.287911833,-0.361000001,2.007128716,-11.047934532
12.433643547,-0.248999944,-0.361000001,1.884955645,-10.960667610
12.444184091,-0.209731564,-0.303999990,1.780235887,-10.873401642
12.454759840,-0.170184144,-0.284999996,1.658062816,-10.786134720
