t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
5.542043918,-1.279517248,-1.215999961,0.429272932,11.100294113,0.000000000,0.001301662,-0.054865720
5.552554933,-1.294775320,-1.254000068,0.430007493,11.100294113,0.000000000,0.000849354,-0.035580737
5.563040188,-1.309489626,-1.273000002,0.430477624,11.100294113,0.000000000,0.000554216,-0.023234742
5.573560938,-1.323739633,-1.292000055,0.430785799,11.100294113,0.000000000,0.000361634,-0.015142346
5.584039412,-1.337414945,-1.273000002,0.430985624,11.100294113,0.000000000,0.000235972,-0.009894677
5.594570088,-1.350632735,-1.292000055,0.431117056,11.100294113,0.000000000,0.000153975,-0.006443471
5.605045643,-1.363253363,-1.310999990,0.420056851,11.100294113,0.000000000,0.000100471,-0.292812361
5.615542413,-1.375366414,-1.329999924,-0.471571585,11.100294113,-0.017453292,-0.005999201,-1.037703416
5.626255601,-1.387173991,-1.310999990,-0.543959324,11.100294113,-0.052359879,-0.022108847,-2.902763379
5.637111161,-1.398561478,-1.310999990,-0.674831183,11.100294113,-0.157079637,-0.069009188,-6.264292080
5.647578082,-1.408986841,-1.329999924,-0.806467040,11.082840919,-0.314159274,-0.154195196,-9.623276304
5.658042350,-1.418861326,-1.310999990,-0.913644888,11.082840919,-0.488692194,-0.270427927,-12.330822749
5.668555499,-1.428226049,-1.348999977,-1.002996765,11.082840919,-0.680678427,-0.412983873,-14.561420414
5.679200164,-1.437136483,-1.348999977,-1.092160621,11.065387726,-0.890117943,-0.578780864,-16.773595289
5.689621540,-1.445299546,-1.368000031,-1.166281280,11.047934532,-1.117010713,-0.765807729,-18.583850788
5.700071514,-1.452925014,-1.386999965,-1.205002387,11.030481339,-1.343903542,-0.966687424,-19.469368454
5.710716301,-1.460113042,-1.406000018,-1.252646394,11.013027191,-1.570796371,-1.176606296,-20.580669883
5.721075921,-1.466544116,-1.406000018,-1.300303733,10.978120804,-1.815142393,-1.398488090,-21.685339857
5.731537502,-1.472470990,-1.386999965,-1.322611272,10.960667610,-2.059488535,-1.628175911,-22.129033243
5.742064030,-1.477856740,-1.386999965,-1.353182239,10.925761223,-2.303834677,-1.862957281,-22.783734674
5.752560394,-1.482647735,-1.386999965,-1.375418562,10.890854836,-2.565634012,-2.107126991,-23.217138221
5.763100416,-1.486874661,-1.444000006,-1.383227981,10.855947495,-2.809980154,-2.351358009,-23.276926406
5.773547763,-1.490485267,-1.424999952,-1.390305812,10.821041107,-3.054326296,-2.595629031,-23.317747041
5.784053361,-1.493533160,-1.462999940,-1.377255315,10.786134720,-3.298672199,-2.839926073,-22.837336543
5.794681994,-1.496020757,-1.444000006,-1.380104732,10.733775139,-3.525565147,-3.078175451,-22.772175679
5.805078192,-1.497873057,-1.424999952,-1.406062556,10.698868752,-3.769911289,-3.318543364,-23.304163367
5.815627874,-1.499164709,-1.424999952,-1.412139423,10.646508217,-4.031710625,-3.566358378,-23.316997568
5.826284259,-1.499867590,-1.444000006,-1.416967238,10.594148636,-4.276056767,-3.812968010,-23.298190969
5.837023165,-1.499963719,-1.406000018,-1.432232456,10.541789055,-4.537856102,-4.064855838,-23.546579039
5.847569295,-1.499459978,-1.386999965,-1.442955101,10.489428520,-4.782202244,-4.314123042,-23.678867117
5.858005327,-1.498378213,-1.444000006,-1.442879326,10.419615746,-5.026548386,-4.561680251,-23.532531167
5.868563424,-1.496693782,-1.386999965,-1.444018419,10.367256165,-5.270894527,-4.808121661,-23.418304527
5.879021793,-1.494440854,-1.462999940,-1.448844555,10.297442436,-5.515240669,-5.053834997,-23.399977194
5.889544798,-1.491587851,-1.462999940,-1.448914792,10.245082855,-5.759586334,-5.299073087,-23.258774656
5.900096372,-1.488137876,-1.368000031,-1.451258905,10.175269127,-6.003932476,-5.544001239,-23.176634096
5.910671929,-1.484089391,-1.424999952,-1.449036934,10.105456352,-6.248278618,-5.788727151,-22.976374357
5.921127361,-1.479507163,-1.444000006,-1.443072684,10.018189430,-6.475171566,-6.027256373,-22.682823484
5.931795225,-1.474239585,-1.406000018,-1.449137587,9.948376656,-6.719517708,-6.267806888,-22.699584497
5.942644478,-1.468271076,-1.406000018,-1.463646643,9.861110687,-6.981317043,-6.515741053,-22.930697788
5.953103631,-1.461935829,-1.462999940,-1.472210292,9.791296959,-7.208209991,-6.756363707,-23.012120865
5.963613364,-1.454997610,-1.406000018,-1.466218665,9.704030991,-7.452556133,-6.998280218,-22.715885631
5.974174505,-1.447450264,-1.424999952,-1.469814368,9.616764069,-7.679448605,-7.234976099,-22.670955558
5.984614357,-1.439425822,-1.386999965,-1.460404708,9.529498100,-7.923794746,-7.474330332,-22.287705863
5.995194813,-1.430724611,-1.406000018,-1.392810385,9.442231178,-8.133234024,-7.703289562,-20.403847134
6.007207138,-1.420156271,-1.368000031,-1.408598173,9.354965210,-8.360127449,-7.931530957,-20.679557419
6.017761851,-1.410269224,-1.348999977,-1.433057473,9.250245094,-8.604473114,-8.165368345,-21.176549904
6.028951805,-1.399177615,-1.348999977,-1.402091037,9.145524979,-8.813912392,-8.390727753,-20.243256787
6.039757597,-1.387875958,-1.368000031,-1.422240287,9.040805817,-9.023352623,-8.610555484,-20.636812407
6.050094353,-1.376525967,-1.329999924,-1.417314011,8.936085701,-9.232791901,-8.826773382,-20.383151307
6.060567028,-1.364493835,-1.329999924,-1.387254748,8.831365585,-9.424777985,-9.034571085,-19.483591006
6.071146852,-1.351798718,-1.348999977,-1.369428982,8.726646423,-9.616764069,-9.236874486,-18.904017014
6.081781872,-1.338495567,-1.329999924,-1.345406470,8.621926308,-9.808750153,-9.435592772,-18.166071295
6.092925824,-1.323978797,-1.310999990,-1.332334425,8.517207146,-10.000736237,-9.631971719,-17.713048364
6.103871103,-1.309152142,-1.292000055,-1.324320081,8.395033836,-10.192723274,-9.826824542,-17.391882826
6.114932687,-1.293601823,-1.292000055,-1.306361641,8.272860527,-10.367256165,-10.014616491,-16.817336289
6.125929044,-1.277585782,-1.215999961,-1.291525200,8.168141365,-10.541789055,-10.197801114,-16.326319773
6.136812927,-1.261193049,-1.254000068,-1.268167595,8.045968056,-10.698868752,-10.371914664,-15.619940889
6.147851358,-1.244025413,-1.273000002,-1.241018471,7.923794746,-10.855947495,-10.540108872,-14.818834109
6.158840319,-1.226399764,-1.177999973,-1.218501358,7.784168243,-10.995573997,-10.698376227,-14.143460896
6.169771557,-1.208344647,-1.026000023,-1.184504639,7.661995411,-11.135200500,-10.850166164,-13.174604898
6.180634265,-1.189894520,-0.874000013,-1.115728709,7.539822578,-11.239920616,-10.985600038,-11.314692247
6.191075497,-1.171689973,-0.817000031,-1.039861309,7.417649269,-11.292280197,-11.092166831,-9.287983583
6.201562572,-1.152948672,-0.911999941,-0.970967502,7.295476437,-11.344639778,-11.179897424,-7.452838803
6.212190149,-1.133496710,-0.874000013,-0.916227041,7.173303127,-11.379547119,-11.249272723,-5.994894610
6.222686182,-1.113839036,-0.835999966,-0.872333673,7.051130295,-11.414453506,-11.306670588,-4.824817234
6.233078559,-1.093945934,-0.893000007,-0.819299976,6.928956985,-11.431906700,-11.350188274,-3.426149096
6.243845091,-1.072894007,-0.817000031,-0.781774107,6.806784153,-11.431906700,-11.378584211,-2.437869619
6.254854775,-1.050909758,-0.835999966,-0.759738554,6.684610844,-11.449359894,-11.403177708,-1.852923964
6.265719323,-1.028771600,-0.911999941,-0.736394217,6.562438011,-11.449359894,-11.419225331,-1.239071716
6.276061016,-1.007297895,-0.835999966,-0.731990995,6.440264702,-11.449359894,-11.429696643,-1.118945019
6.286571552,-0.985081459,-0.817000031,-0.727955191,6.318091869,-11.466813087,-11.442594055,-1.006917602
6.297343505,-0.961911347,-0.911999941,-0.714047126,6.195919037,-11.466813087,-11.451009809,-0.641865169
6.308334414,-0.937861600,-0.893000007,-0.705394943,6.073745728,-11.466813087,-11.456501213,-0.414617369
6.319164983,-0.913768892,-0.854999959,-0.700098228,5.951572895,-11.466813087,-11.460084436,-0.275371097
6.329733009,-0.889893044,-0.797999978,-0.696608776,5.829399586,-11.466813087,-11.462422542,-0.183649393
6.340137178,-0.866042399,-0.835999966,-0.694197438,5.707226753,-11.466813087,-11.463948191,-0.120318889
6.350802793,-0.841246759,-0.817000031,-0.692537373,5.585053444,-11.466813087,-11.464943700,-0.076751516
6.361650619,-0.815678803,-0.817000031,-0.691521941,5.462880611,-11.466813087,-11.465593284,-0.050078443
6.372075915,-0.790785242,-0.835999966,-0.690892441,5.340707302,-11.466813087,-11.466017148,-0.033530566
6.382569249,-0.765420876,-0.797999978,-0.679394104,5.218534470,-11.466813087,-11.466293725,0.264376131
6.393132534,-0.739585003,-0.740999937,-0.660315908,5.096361637,-11.449359894,-11.460409471,0.754967635
6.403555306,-0.713805373,-0.740999937,-0.647940718,4.974188328,-11.431906700,-11.450505182,1.069642685
6.414080725,-0.687492297,-0.759999990,-0.639962856,4.869468689,-11.414453506,-11.437977761,1.268920713
6.424644437,-0.660811421,-0.703000009,-0.623471151,4.747295380,-11.397000313,-11.423738707,1.687663472
6.435209859,-0.633864165,-0.684000015,-0.600447528,4.625122547,-11.362092972,-11.402317731,2.271359521
6.445605491,-0.607104536,-0.646000028,-0.585672697,4.502949238,-11.327186584,-11.376210776,2.638723153
6.456142457,-0.579743262,-0.646000028,-0.565009044,4.380776405,-11.292280197,-11.347046148,3.156792526
6.466644625,-0.552244773,-0.607999980,-0.540838088,4.258603573,-11.239920616,-11.309821619,3.760981831
6.477316338,-0.524080736,-0.550999999,-0.526997146,4.153883457,-11.187560081,-11.267337554,4.094611707
6.488220847,-0.495083358,-0.569999993,-0.503301981,4.031710625,-11.135200500,-11.221421894,4.681411923
6.498775520,-0.466816941,-0.532000005,-0.477304351,3.909537554,-11.065387726,-11.167202342,5.322990900
6.509592142,-0.437657393,-0.493999988,-0.447372507,3.787364483,-10.995573997,-11.107564045,6.063284794
6.520088082,-0.409188308,-0.455999970,-0.424873196,3.682644606,-10.908308029,-11.038325544,6.605517074
6.530586236,-0.380553009,-0.474999994,-0.422561284,3.560471773,-10.838494301,-10.968887160,6.624887211
6.541070651,-0.351806457,-0.398999989,-0.409679194,3.455751896,-10.768681526,-10.899318680,6.917892504
6.551585371,-0.322838831,-0.398999989,-0.388974669,3.351032257,-10.681414604,-10.823600256,7.409870364
6.562052051,-0.293877588,-0.342000008,-0.375403818,3.228859186,-10.594148636,-10.743869231,7.714784156
6.572592602,-0.264596372,-0.303999990,-0.353764521,3.124139309,-10.506881714,-10.661519595,8.227100352
6.583026656,-0.235508092,-0.284999996,-0.330146834,3.019419670,-10.402162552,-10.571396881,8.786113039
6.593677318,-0.205722076,-0.266000003,-0.300553202,2.914699793,-10.297442436,-10.476201787,9.496912543
6.604089155,-0.176523734,-0.246999994,-0.267709514,2.809980154,-10.175269127,-10.371632164,10.286403953
6.614598925,-0.146981838,-0.208999991,-0.236334265,2.705260277,-10.053096771,-10.260945854,11.034303419
6.625066570,-0.117501001,-0.189999998,-0.213795650,2.600540638,-9.913470268,-10.140203257,11.547516616
6.635554239,-0.087917901,-0.133000001,-0.199325250,2.513274193,-9.791296959,-10.018963509,11.851516272
6.646064350,-0.058237037,-0.151999995,-0.166436794,2.408554316,-9.651670456,-9.891334637,12.628718909
6.656576887,-0.028526460,-0.094999999,-0.131844128,2.303834677,-9.494590759,-9.753472042,13.444083220
6.667070989,0.001143194,-0.056999996,-0.108890621,2.216568232,-9.337511063,-9.608931790,13.954161267
6.677604533,0.030923898,-0.037999999,-0.080784134,2.129301786,-9.180432320,-9.460034598,14.595132948
6.688088167,0.060551408,-0.018999999,-0.048994578,2.024581909,-9.005898476,-9.302229052,15.326281108
6.698576422,0.090168316,-0.056999996,-0.016994294,1.937315464,-8.831365585,-9.138611002,16.059496193
6.709077716,0.119786731,0.018999999,0.015611312,1.850049019,-8.639379501,-8.965135482,16.802637059
6.719606893,0.149436659,0.018999999,0.039897973,1.762782574,-8.447393417,-8.785227817,17.326610606
6.730087911,0.178892531,0.075999998,0.057536304,1.692969322,-8.255407333,-8.601123081,17.675980260
6.740592597,0.208344853,0.094999999,0.080912561,1.605702877,-8.063421249,-8.414279694,18.172334336
6.751084051,0.237678551,0.113999993,0.108060118,1.518436432,-7.853981495,-8.219584405,18.761765708
6.761619190,0.267040844,0.151999995,0.140064991,1.448623300,-7.644542217,-8.019765799,19.473987692
6.772091982,0.296125021,0.189999998,0.175610668,1.378810167,-7.417649269,-7.810539263,20.272410892
6.782563547,0.325090416,0.189999998,0.199873555,1.308996916,-7.190756321,-7.595173911,20.775090108
6.793304275,0.354668665,0.208999991,0.227920400,1.239183784,-6.946410656,-7.369738331,21.369880710
6.804246052,0.384651015,0.266000003,0.280824962,1.169370651,-6.684610844,-7.131666722,22.600983867
6.814767222,0.413326679,0.284999996,0.335142409,1.099557400,-6.422811508,-6.885350080,23.863864715
6.825121266,0.441388191,0.284999996,0.366843146,1.047197580,-6.161012173,-6.633653433,24.537956260
6.835668685,0.469800855,0.361000001,0.393142556,0.994837701,-5.881759644,-6.372381527,25.066598131
6.846216727,0.498029489,0.342000008,0.437372026,0.925024509,-5.602507114,-6.104861622,26.055888773
6.856600892,0.525627303,0.417999983,0.476304222,0.872664630,-5.305800915,-5.827199913,26.902093751
6.867103658,0.553335440,0.398999989,0.486134156,0.837758064,-5.009094715,-5.542920528,26.990846489
6.877827004,0.581401686,0.437000006,0.511118906,0.785398185,-4.712388992,-5.254323175,27.469509679
6.888655700,0.609502581,0.437000006,0.565231263,0.750491560,-4.380776405,-4.950778668,28.693704878
6.899129244,0.636440390,0.513000011,0.612289486,0.715584993,-4.066617012,-4.643545646,29.733084647
6.909606586,0.663139784,0.493999988,0.655365831,0.680678427,-3.735004663,-4.327841170,30.664414593
6.920097747,0.689615236,0.532000005,0.681587431,0.645771801,-3.385938644,-4.000544055,31.152536126
6.930667497,0.716016276,0.550999999,0.707583701,0.628318548,-3.054326296,-3.671747460,31.633948301
6.941112118,0.741825627,0.569999993,0.736366432,0.593411922,-2.705260277,-3.335907542,32.183407297
6.951680449,0.767647979,0.607999980,0.765053202,0.575958669,-2.356194496,-2.995471833,32.727701177
6.962194881,0.793036357,0.664999962,0.796013260,0.575958669,-1.989675403,-2.645972537,33.325575196
6.972651068,0.817975201,0.664999962,0.826153289,0.558505356,-1.640609503,-2.296623839,33.902302709
6.983157444,0.842713701,0.703000009,0.881066598,0.558505356,-1.256637096,-1.935243917,35.113509050
6.993632181,0.867048701,0.740999937,0.902011285,0.558505356,-0.855211318,-1.559948656,35.436994540
7.004080653,0.890985960,0.797999978,0.836068461,0.558505356,-0.506145477,-1.193767729,33.515873967
7.014587465,0.914708365,0.817000031,0.714627706,0.558505356,-0.226892799,-0.857793074,30.175270124
7.025092516,0.938068117,0.854999959,0.580181127,0.558505356,0.000000000,-0.559722742,26.519990619
7.035689264,0.961259111,0.874000013,0.459894090,0.558505356,0.191986218,-0.298515061,23.252865502
7.046260974,0.984013167,0.893000007,0.364147831,0.575958669,0.366519153,-0.067425565,20.638779952
7.056837480,1.006386547,0.949999988,1.136320887,0.575958669,0.523598790,0.137946606,18.174201559
7.067634886,1.028814554,0.949999988,1.074225318,0.593411922,0.663225114,0.320473073,16.459810406
7.078092155,1.050129907,0.968999982,1.042931328,0.593411922,0.802851439,0.488092379,15.551709055
7.088566872,1.071071792,0.987999976,1.015082675,0.610865235,0.942477822,0.645984561,14.738496265
7.099089509,1.091689066,1.006999969,1.010432151,0.628318548,1.082104087,0.797529608,14.529692491
7.109560197,1.111778270,1.026000023,1.008442323,0.645771801,1.239183784,0.950997864,14.388664891
7.120089238,1.131542721,1.006999969,0.995328013,0.663225114,1.378810167,1.099656275,13.962377816
7.130629810,1.150882388,1.064000010,0.999939084,0.680678427,1.518436432,1.245176149,13.996913615
7.141169385,1.169765986,1.082999945,1.007076039,0.698131680,1.675516129,1.394712890,14.094513690
7.151603222,1.188005412,1.101999998,1.008560281,0.715584993,1.815142393,1.540805888,14.047747096
7.162239309,1.206125389,1.139999986,1.011156768,0.750491560,1.972222090,1.690716600,14.027555253
7.172720741,1.223507667,1.159000039,1.016218940,0.767944872,2.111848354,1.837053620,14.073295603
7.183299417,1.240566957,1.159000039,1.026722476,0.802851439,2.268928051,1.987123560,14.257761136
7.194362939,1.257880324,1.159000039,1.049771962,0.837758064,2.443460941,2.145694011,14.762142183
7.205173119,1.274268904,1.197000027,1.083821686,0.855211318,2.617993832,2.309811172,15.548135722
7.215718878,1.289746847,1.177999973,1.116693243,0.890117943,2.792526722,2.477547645,16.301510251
7.226269072,1.304721355,1.215999961,1.152040611,0.925024509,2.984513044,2.653710579,17.114080813
7.236635899,1.318933033,1.254000068,1.174355513,0.977384388,3.176499128,2.835371823,17.585973654
7.247131949,1.332808763,1.234999895,1.184322540,1.012290955,3.368485451,3.020620877,17.736030250
7.257657184,1.346199209,1.292000055,1.193442019,1.047197580,3.560471773,3.208211033,17.862774563
7.268220765,1.359105673,1.254000068,1.217738668,1.099557400,3.752457857,3.397328708,18.381635520
7.278626324,1.371292279,1.273000002,1.243422002,1.134464025,3.961897373,3.593507920,18.932285937
7.289187148,1.383121304,1.292000055,1.260497888,1.186823845,4.171337128,3.794294973,19.257362270
7.299638241,1.394287869,1.310999990,1.275521834,1.239183784,4.380776405,3.998088546,19.527550941
7.310159833,1.404983179,1.329999924,1.285676210,1.291543603,4.590216160,4.203844083,19.670499623
7.320624197,1.415072210,1.310999990,1.305179492,1.343903542,4.799655437,4.410879665,20.054788409
7.331149256,1.424664408,1.348999977,1.314672878,1.396263361,5.026548386,4.624815386,20.175850351
7.341755073,1.433763001,1.368000031,1.332830225,1.466076612,5.235987663,4.837188660,20.522173730
7.352104361,1.442089173,1.368000031,1.357835241,1.518436432,5.462880611,5.054607305,21.042872657
7.362575469,1.449954826,1.386999965,1.362488199,1.588249564,5.689773560,5.275318129,21.034642224
7.373192547,1.457353406,1.348999977,1.369536058,1.658062816,5.916666031,5.498176984,21.087174194
7.383779134,1.464149589,1.386999965,1.375981769,1.727875948,6.143558979,5.722437626,21.123296221
7.394758730,1.470582146,1.406000018,1.402145861,1.797689080,6.387905121,5.953677681,21.665948462
7.405356246,1.476193514,1.348999977,1.417228208,1.884955645,6.632251263,6.189471906,21.918986836
7.416423883,1.481424971,1.368000031,1.418150833,1.954768777,6.876597404,6.428237794,21.803631136
7.427349636,1.485956987,1.424999952,1.444409715,2.042035341,7.120943546,6.668942738,22.343218055
7.438297459,1.489866021,1.406000018,1.460946299,2.129301786,7.382742882,6.916977669,22.626774692
7.449216933,1.493132958,1.462999940,1.477734687,2.216568232,7.627089024,7.163730801,22.917599239
7.459804041,1.495696513,1.424999952,1.484634346,2.303834677,7.871434689,7.409647373,22.952846514
7.470626851,1.497701452,1.462999940,1.493230995,2.391101122,8.115780830,7.655018245,23.032354983
7.481105812,1.499048795,1.462999940,1.510086700,2.495820761,8.360127449,7.900033204,23.325936365
7.491625015,1.499813094,1.462999940,1.510110759,2.583087206,8.604473114,8.144815593,23.183803850
7.502216492,1.499986908,1.424999952,1.508298037,2.687807083,8.848819733,8.389446558,22.994196823
7.512633029,1.499574737,1.462999940,1.505380314,2.775073528,9.075712204,8.627913661,22.779570927
7.523245059,1.498560355,1.444000006,1.502555589,2.879793167,9.320057869,8.868423476,22.566161874
7.533738304,1.496967760,1.386999965,1.504086451,2.984513044,9.546951294,9.104201799,22.468298600
7.544095263,1.494821579,1.406000018,1.494709457,3.089232683,9.773843765,9.336892420,22.089780976
7.554724226,1.492026709,1.444000006,1.488435427,3.211405754,10.000736237,9.567568271,21.792788487
7.565206087,1.488683999,1.462999940,1.486739544,3.316125631,10.227629662,9.796929784,21.615112029
7.575624730,1.484785572,1.406000018,1.478336482,3.420845270,10.437068939,10.019368618,21.267792785
7.586197963,1.480243870,1.159000039,1.440951845,3.543018341,10.663961411,10.243355024,20.169103364
7.596673030,1.475164547,0.835999966,1.352972478,3.665191412,10.821041107,10.444092344,17.773839906
7.607268967,1.469441533,0.778999984,1.249331070,3.787364483,10.943214417,10.617529839,14.988934528
7.617806755,1.463168573,0.703000009,1.147784895,3.892084122,11.030481339,10.761024342,12.275747004
7.628623620,1.456129101,0.835999966,1.050095469,4.031710625,11.100294113,10.878915540,9.677360336
7.639108934,1.448727587,0.778999984,0.971452512,4.136430264,11.135200500,10.967970751,7.588992250
7.649619962,1.440739944,0.684000015,0.904316091,4.258603573,11.170106888,11.038210052,5.809555155
7.660132816,1.432185225,0.835999966,0.850046348,4.380776405,11.187560081,11.090106965,4.373993329
7.670602355,1.423106841,0.778999984,0.814635713,4.502949238,11.205014229,11.130035530,3.433761340
7.681127093,1.413421990,0.778999984,0.780214081,4.625122547,11.222467422,11.162154237,2.523693865
7.691620663,1.403212018,0.740999937,0.746907306,4.729842186,11.222467422,11.183112172,1.649004144
7.702140941,1.392424985,0.759999990,0.736241003,4.852015495,11.222467422,11.196787536,1.364828598
7.712625564,1.381129748,0.759999990,0.729480334,4.974188328,11.239920616,11.211775640,1.181022476
7.723114447,1.369290172,0.759999990,0.713854572,5.096361637,11.239920616,11.221555600,0.770695276
7.733590067,1.356931348,0.817000031,0.703579961,5.218534470,11.239920616,11.227937170,0.500916138
7.744245583,1.343817550,0.835999966,0.696905374,5.323254108,11.239920616,11.232101239,0.325651596
7.754602995,1.330551021,0.778999984,0.692717434,5.445427418,11.239920616,11.234818356,0.215621764
7.765154188,1.316514862,0.854999959,0.689770384,5.567600250,11.239920616,11.236591316,0.138274968
7.775857433,1.301744413,0.722000003,0.687886597,5.689773560,11.239920616,11.237748198,0.088820284
7.786769748,1.286140024,0.759999990,0.686708275,5.811946392,11.239920616,11.238503081,0.057867807
7.797248205,1.270643842,0.778999984,0.685986974,5.916666031,11.239920616,11.238995653,0.038902699
7.807669599,1.254740392,0.797999978,0.685469449,6.038839340,11.239920616,11.239317064,0.025314136
7.818340078,1.237955219,0.778999984,0.685118091,6.161012173,11.239920616,11.239526790,0.016093537
7.829363268,1.220089396,0.797999978,0.684898502,6.283185482,11.239920616,11.239663638,0.010327542
7.840138073,1.202117019,0.646000028,0.684767629,6.405358315,11.239920616,11.239752934,0.006886542
7.850708699,1.184003319,0.797999978,0.695739852,6.527531624,11.239920616,11.239811201,0.290974410
7.861290284,1.165400062,0.778999984,0.703126612,6.632251263,11.257373810,11.245913946,0.478692889
7.871710726,1.146626985,0.664999962,0.696912334,6.754424095,11.257373810,11.249896079,0.315454007
7.882165218,1.127348035,0.664999962,0.692722077,6.876597404,11.257373810,11.252494479,0.205433404
7.892607062,1.107655424,0.817000031,0.690000302,6.998770237,11.257373810,11.254189974,0.133965179
7.903102719,1.087428927,0.778999984,0.688214401,7.120943546,11.257373810,11.255296309,0.087074691
7.913606789,1.066760101,0.740999937,0.687054953,7.225663185,11.257373810,11.256018210,0.056630188
7.924211603,1.045468846,0.740999937,0.686301609,7.347836018,11.257373810,11.256489261,0.036847905
7.934673724,1.024054691,0.740999937,0.685819154,7.470009327,11.257373810,11.256796628,0.024175656
7.945287183,1.001923888,0.740999937,0.685496980,7.592182159,11.257373810,11.256997190,0.015716108
7.955670060,0.979885803,0.778999984,0.685291976,7.714355469,11.257373810,11.257128060,0.010331266
7.966355012,0.956814783,0.759999990,0.685147862,7.819075108,11.257373810,11.257213454,0.006549701
7.977357183,0.932653349,0.703000009,0.685057775,7.958701611,11.257373810,11.257269176,0.004184434
7.988361109,0.908086855,0.684000015,0.685002640,8.080874443,11.257373810,11.257305534,0.002735505
7.999290733,0.883299497,0.797999978,0.684968019,8.203047752,11.257373810,11.257329259,0.001825181
8.009620543,0.859527687,0.740999937,0.684945426,8.325220108,11.257373810,11.257344740,0.001231108
8.020164536,0.834926979,0.778999984,0.684928573,8.429940224,11.257373810,11.257354841,0.000788831
8.030837565,0.809689377,0.778999984,0.684917832,8.552113533,11.257373810,11.257361433,0.000506850
8.041768782,0.783501655,0.684000015,0.684911119,8.674286842,11.257373810,11.257365733,0.000330516
8.052129864,0.758372554,0.684000015,0.684906997,8.796459198,11.257373810,11.257368540,0.000222133
8.062771302,0.732262485,0.778999984,0.684903982,8.918632507,11.257373810,11.257370371,0.000142980
8.073214727,0.706351758,0.740999937,0.673603944,9.023352623,11.257373810,11.257371566,-0.292468202
8.083605663,0.680299590,0.646000028,0.666296372,9.145524979,11.239920616,11.251307621,-0.478158753
8.094313624,0.653179645,0.627000034,0.662320816,9.267698288,11.239920616,11.247350806,-0.578796792
8.105229246,0.625259948,0.684000015,0.647498607,9.389871597,11.222467422,11.238704200,-0.957570040
8.115714597,0.598191391,0.646000028,0.637269134,9.494590759,11.205014229,11.226997436,-1.215631314
8.126141942,0.571040831,0.627000034,0.620146287,9.616764069,11.187560081,11.213293542,-1.651029394
8.136716807,0.543280909,0.607999980,0.597433633,9.738937378,11.152653694,11.192222097,-2.226876827
8.147236919,0.515450518,0.569999993,0.583044041,9.843656540,11.117747307,11.166343215,-2.584397850
8.157939850,0.486928559,0.532000005,0.574611311,9.965829849,11.082840919,11.137327410,-2.785838586
8.168794396,0.457800211,0.532000005,0.558824020,10.088003159,11.047934532,11.106264715,-3.176529374
8.179797613,0.428077363,0.532000005,0.537997421,10.210176468,10.995573997,11.067801337,-3.693395213
8.190917433,0.397852506,0.474999994,0.512542995,10.332348824,10.943214417,11.024509236,-4.327280920
8.201953004,0.367683810,0.474999994,0.482758733,10.454522133,10.873401642,10.972001595,-5.067911794
8.212843295,0.337756254,0.342000008,0.463793191,10.576695442,10.803587914,10.913480346,-5.524888597
8.223841816,0.307386865,0.379999995,0.441612803,10.681414604,10.733775139,10.851035460,-6.062824463
8.234862411,0.276824024,0.361000001,0.415896628,10.803587914,10.646508217,10.779965286,-6.687288100
8.245934973,0.245996786,0.303999990,0.385617826,10.925761223,10.559242249,10.703267314,-7.426617241
8.256849543,0.215504480,0.284999996,0.354887559,11.030481339,10.454522133,10.616832064,-8.171958193
8.267860592,0.184650251,0.246999994,0.324596533,11.152653694,10.349802017,10.524043095,-8.902219702
8.278845521,0.153789945,0.246999994,0.288706580,11.257373810,10.227629662,10.421043837,-9.771508901
8.289639310,0.123402316,0.208999991,0.256957046,11.362092972,10.105456352,10.311381881,-10.529697740
8.300109856,0.093875780,0.171000004,0.235550952,11.466813087,9.983283043,10.197372416,-11.017511420
8.310592525,0.064278432,0.113999993,0.214019917,11.571533203,9.861110687,10.080526467,-11.506906164
8.321104766,0.034572398,0.056999996,0.188109366,11.676252365,9.721484184,9.955764615,-12.105090452
8.331631769,0.004811052,0.056999996,0.157728845,11.763519287,9.581857681,9.825837518,-12.816010679
8.342119602,-0.024841454,0.075999998,0.124963148,11.868238449,9.424777985,9.686475297,-13.583191714
8.352604931,-0.054477176,0.018999999,0.103199486,11.955505371,9.267698288,9.540956516,-14.061888437
8.363101886,-0.084124438,0.000000000,0.077453028,12.042772293,9.110618591,9.391420489,-14.641375453
8.373623357,-0.113807884,0.000000000,0.047343377,12.130038261,8.936085701,9.233198424,-15.328780168
8.384116497,-0.143366831,-0.018999999,0.025850456,12.217305183,8.761552811,9.069308590,-15.789752281
8.394616444,-0.172888811,-0.037999999,-0.000024962,12.304571152,8.587019920,8.901720452,-16.362050786
8.405119471,-0.202351698,-0.113999993,-0.029561171,12.391838074,8.395033836,8.725654391,-17.024199910
8.415625509,-0.231743687,-0.133000001,-0.061639951,12.479104042,8.203047752,8.544056359,-17.748961819
8.426127698,-0.261034078,-0.151999995,-0.107137454,12.566370964,7.993607998,8.352783742,-18.815554663
8.436615589,-0.290182513,-0.151999995,-0.149556513,12.636183739,7.766715050,8.149133590,-19.795213772
8.447111099,-0.319238591,-0.189999998,-0.190441828,12.705996513,7.539822578,7.937407078,-20.730447055
